LIFE_LADDER,LOG_GDP,SOC_SUPPORT,LIFEEXPECT_BIRTH,FREEDOM,GENEROSITY,PERC_CORRUPT,POS_AFFECT,NEG_AFFECT,CONFIDENCE_NATGOVT,DEM_QUALITY,DEL_QUALITY,GINI_INDEX,GINI_HHINC
2.904535055,6.688570023,0.564678133,51.81999969,0.431384981,-0.054419149,0.807618856,0.655663729,0.251094639,,-0.912845612,-1.01520884,0.36,0.709652007
3.775283098,6.541032791,0.484715223,53.40000153,0.646398604,-0.019334173,0.598607659,0.6664415,0.362766594,,,,0.36,0.680812716
3.88330555,8.046971321,0.693434179,60.02000046,0.937544584,0.237839058,0.842555106,0.783240318,0.481934011,0.696742117,-0.542288065,-0.801274061,,0.541756451
4.162164688,8.098932266,0.728610277,60.40000153,0.956319809,0.208363369,0.825130224,0.812529683,0.399102688,0.732658446,-0.530307293,-0.830225825,,0.523953557
4.461259365,8.150504112,0.745901227,60.79999924,0.957821488,0.074233428,0.840416849,0.838551998,0.398200303,0.739886224,-0.447925985,-0.873313308,,0.548649073
4.585842133,8.201130867,0.765094936,61.20000076,0.963774681,0.085995324,0.821022928,0.798616648,0.40828383,0.752442479,-0.493880957,-0.876292229,,0.545690596
5.121837616,8.253352165,0.794605374,61.59999847,0.958304822,0.033786766,,0.844592512,0.414345801,,,,,0.603439152
4.240441322,8.069768906,0.777777076,49.90000153,0.794645548,-0.074609965,0.855849743,0.622732699,0.216039628,0.609312952,-1.001796961,-0.934020281,0.438333333,0.586360455
5.037964821,8.098358154,0.646312475,50.29999924,0.791428566,0.045905765,0.868049026,0.650874555,0.346430004,0.613636553,-0.972241282,-0.935033321,0.438333333,0.559123993
4.816232204,8.115765572,0.659299791,51.09999847,0.71250701,-0.006847957,0.87945056,0.661523461,0.367093384,0.621221066,-1.047396898,-0.934785366,0.438333333,0.559192836
5.07405138,8.121161461,0.69459641,51.90000153,0.766945004,-0.031570964,0.84358561,0.632338762,0.377498746,0.578775525,-1.06689775,-0.962742329,0.438333333,0.565237224
5.250737667,8.133470535,0.676825225,52.70000076,0.816304982,0.032506917,0.884441614,0.642436504,0.355642408,0.6452263,,,0.438333333,0.521751046
7.30425787,10.67079449,0.917836308,72.83999634,0.93889761,0.262353837,0.441735327,0.833403885,0.258602411,0.516953588,1.293931961,1.833163381,0.3368,0.679011106
7.412772655,10.67242527,0.939067066,73,0.931468964,0.245131716,0.427152246,0.845327616,0.286280215,0.644104123,1.370862961,1.80216682,0.3368,0.667739451
7.244845867,10.67448139,0.924392521,73.19999695,0.912423909,0.203222767,0.385090441,0.824586391,0.237422869,0.618195295,1.351965904,1.837898731,0.3368,0.606446326
7.414868355,10.69234467,0.93374896,73.40000153,0.945145011,0.155016169,0.362034321,0.862773478,0.21798116,0.652735949,1.295283794,1.866527677,0.3368,0.601348937
7.175496578,10.70124817,0.922718763,73.59999847,0.9457829,0.097966127,0.371740848,0.823668659,0.259397656,0.610466897,,,0.3368,0.46544224
2.693061113,6.465948105,0.29018417,44.90000153,0.624056518,0.053440392,0.859073043,0.578653812,0.49426806,0.748754561,-1.4378829,-1.575128436,0.499,0.660534203
3.475862026,6.494116783,0.319589138,45.20000076,0.645252347,0.093754359,0.889566004,0.613865197,0.599335492,0.650284886,-1.523121834,-1.538732529,0.499,0.715371251
3.460182905,7.638511181,0.733066797,46.38000107,0.566795349,-0.083065256,0.880934,0.536371291,0.328528851,0.366833448,-1.449967861,-1.277309537,0.4155,0.499015778
4.322675228,7.63390255,0.751252234,46.70000076,0.474360883,-0.041869577,0.88863939,0.606682658,0.358437926,0.445897698,-1.154832244,-1.30476141,0.4155,0.598915517
4.029350281,7.538164139,0.616204858,47.20000076,0.525222123,0.039116725,0.819788873,0.582458258,0.467566758,0.513021767,-1.329083443,-1.387387395,0.4155,0.50333178
4.558937073,7.477691174,0.660615563,47.70000076,0.614849687,-0.004919504,0.792389929,0.627503157,0.53824544,0.473544389,-1.356479883,-1.349586964,0.4155,0.561519265
4.486325264,7.472574711,0.57725358,48.20000076,0.650354564,0.011340086,0.762879312,0.552737296,0.543836236,0.57743603,,,0.4155,0.60765475
6.844238281,10.00763416,0.861552179,69.45999908,0.733326375,0.20803766,0.758497715,0.86981076,0.276103258,0.399530023,0.751715839,1.39434886,0.491571429,0.426405013
6.532749653,10.0220089,0.827141881,69.59999847,0.76888144,0.03110862,0.811511338,0.803024709,0.332746744,0.300492525,0.718928695,1.263902068,0.491571429,0.392625511
6.579056263,10.02634144,0.841388166,69.69999695,0.652289748,0.09289977,0.858124971,0.869228899,0.283042103,0.203538865,0.704101682,1.164838195,0.491571429,0.48013857
6.320119381,10.03306866,0.879840791,69.80000305,0.790116489,-0.030261263,0.835987508,0.83847481,0.291042089,0.268283308,0.688375235,1.059408069,0.491571429,0.574647009
6.436220646,10.06591988,0.890084922,69.90000153,0.78853035,-0.070615843,0.816297412,0.832562208,0.275820225,0.334744155,,,0.491571429,0.434312701
5.195619106,9.453964233,0.820366025,68.23999786,,-0.232826754,,0.853974998,0.111517705,,-1.069626093,-0.178662688,0.425,0.459674537
5.303877831,9.515608788,0.793733716,68.40000153,,-0.260586292,,0.808910906,0.171314985,,-1.105490565,-0.143328637,0.425,0.456791073
5.32495594,9.575044632,0.741703033,68.69999695,,-0.243756711,,0.826144397,0.145625159,,-1.030307174,-0.12411014,0.425,0.538626552
5.099061489,9.636177063,0.772033215,69,0.877617598,-0.191224813,,0.821097255,0.214004755,,-0.87781024,-0.064554513,0.425,0.633354962
5.131433964,9.694375992,0.787605345,69.30000305,0.895377696,-0.174899161,,0.85578388,0.189639792,,,,0.425,0.538205683
6.44878912,9.450613976,0.907402635,66.58000183,0.801191449,-0.094677046,0.886645734,0.84708029,0.278056443,0.298372507,-0.578955114,-0.06621252,0.5416,0.465678215
6.387571812,9.471579552,0.889900029,66.80000305,0.790897965,-0.104796246,0.842899323,0.839294553,0.291769385,0.271786749,-0.532614708,-0.034292392,0.5416,0.477427602
6.233715057,9.483036041,0.88190037,67.09999847,0.834966123,-0.105361171,0.897553861,0.793531477,0.294222772,0.261251181,-0.380847514,-0.044849738,0.5416,0.558657408
6.157341957,9.492126465,0.909249961,67.40000153,0.837554634,-0.162942991,0.87501812,0.836926997,0.299308956,0.221882597,-0.33744511,-0.113991968,0.5416,0.542027473
5.983512402,9.511734009,0.870970428,67.69999695,0.850765765,-0.155047998,0.854820907,0.825455189,0.300624102,0.274869502,,,0.5416,0.506853819
3.972819567,7.260142326,0.621302962,57.20000076,0.560182333,0.136247516,0.793758333,0.74774158,0.337493658,0.317273706,,,0.506,0.598217666
4.05601263,8.619398117,0.685934663,55.72000122,0.661638141,-0.145963207,0.808412731,0.595254719,0.400229424,0.483726323,-0.733802378,-1.153099179,0.481,0.628249288
4.690830231,8.620271683,0.642136157,56.09999847,0.85017246,-0.139432788,0.841359496,0.606044173,0.260670513,0.49927032,-0.771595478,-1.123118877,0.481,0.66782403
4.119493484,8.566148758,0.615449011,56.70000076,0.785906553,-0.107046716,0.790385723,0.610304952,0.303666711,0.483075261,-0.8384161,-1.135441065,0.481,0.484639436
4.883991241,8.493188858,0.655440509,57.29999924,0.777783453,-0.163537174,0.76278311,0.598951638,0.381640553,0.469826549,-0.824424744,-1.239475012,0.481,0.477259427
5.490214348,8.473278999,0.620622933,57.90000153,0.69870007,-0.124500982,0.738020182,0.587506592,0.447646171,0.473673612,,,0.481,0.597126544
4.414299965,6.666126251,0.822286069,51.65999985,0.556099296,0.025954241,0.813676,0.558870256,0.304635078,0.31167382,-1.72729969,-1.419014096,0.4215,0.509399414
3.902741671,6.699996948,0.767235577,52.09999847,0.573763788,-0.03092446,0.866378009,0.589130759,0.301049381,0.274324,-1.727346778,-1.458134174,0.4215,0.459486187
4.521935463,6.69092226,0.864154518,52.5,0.637366712,-0.007709844,0.874999642,0.6462695,0.222411484,0.281824946,-1.812538028,-1.447642207,0.4215,0.464596361
4.311033249,6.694726944,0.669688404,52.90000153,0.704239547,0.085066363,0.809181869,0.550525904,0.404262066,0.4784123,-1.872269154,-1.551753879,0.4215,0.63245213
7.247086048,9.573064804,0.914211214,70.5,0.926707387,0.012461432,0.788037479,0.83678627,0.289528906,0.40445292,0.857882202,0.556848884,0.490882353,0.549096227
6.854004383,9.598225594,0.878272951,70.69999695,0.906925678,-0.056339074,0.761419415,0.84970957,0.286440313,0.261169255,0.91676259,0.538675547,0.490882353,0.477598011
7.135617733,9.628722191,0.900701284,70.90000153,0.872971952,-0.029768212,0.780562043,0.87358439,0.281422287,0.279027581,0.889451802,0.492926776,0.490882353,0.503161848
7.22518158,9.650206566,0.92169714,71.09999847,0.93561846,-0.073179178,0.742350757,0.874395847,0.275440067,0.407448441,0.815186501,0.404245347,0.490882353,0.469308227
7.141074657,9.669425964,0.875872433,71.30000305,0.941888332,-0.104196012,0.781301796,0.870097816,0.32586664,0.479977787,,,0.490882353,0.786516607
5.380692482,9.920071602,0.645697773,68.30000305,0.518878043,0.130300209,0.917735159,0.59617871,0.285895109,0.15500845,0.567026317,0.406689763,0.321428571,0.350669622
5.205438137,9.951515198,0.768363416,68.40000153,0.693523049,-0.098292612,0.848545551,0.608886182,0.294019341,0.364868402,0.573095977,0.330905855,0.321428571,0.321699649
5.416875362,9.98966217,0.798332155,69,0.671970546,-0.06632413,0.884059787,0.613685668,0.336541265,0.30339098,0.594130158,0.367198348,0.321428571,0.357812405
5.343165874,10.02878857,0.770309687,69.59999847,0.715822279,-0.105906412,0.89155972,0.655305028,0.316488236,0.211000666,0.628294408,0.380520016,0.321428571,0.338284969
5.536271095,10.06575108,0.909806848,70.19999695,0.690855622,-0.15252924,0.925408304,0.582044125,0.290375978,0.248180911,,,0.321428571,0.322490156
5.627123833,10.30179977,0.770175993,72.95999908,0.715065658,0.053457368,0.868237555,0.737284124,0.397172987,0.244740322,0.785926223,1.098010421,0.326166667,0.445258856
5.439161301,10.32709026,0.769556105,73.09999847,0.62803483,0.108338967,0.892795146,0.746730089,0.383106411,0.203454718,0.791189313,1.039629698,0.326166667,0.417794615
5.794618607,10.35237598,0.786438465,73.30000305,0.756220996,-0.033245489,0.897639513,0.742049396,0.336344689,0.333909512,0.825391352,0.890463829,0.326166667,0.398189485
6.062051296,10.3863802,0.818671048,73.5,0.811670661,0.040062714,0.851206422,0.784188449,0.300516605,0.312653422,0.827816248,0.904508114,0.326166667,0.410138428
6.276443005,,0.825573206,73.69999695,0.794215024,,0.848337233,0.750122488,0.298021138,0.352440447,,,0.326166667,0.448661059
6.483729839,10.27916718,0.877915204,68.66000366,0.800421,-0.169764236,0.896880686,0.678406954,0.235220566,0.339732826,1.008328915,0.885882437,0.264166667,0.244812816
6.608017445,10.32893276,0.911362588,68.80000305,0.808484197,-0.147829607,0.886467457,0.750773847,0.206080526,0.435425878,1.010938764,0.931855083,0.264166667,0.265170455
6.735627174,10.3526144,0.930592895,69.30000305,0.850328267,-0.199620038,0.900430739,0.755701959,0.201041639,0.415120721,1.000417948,0.903230727,0.264166667,0.29053387
6.789567947,10.39224911,0.900968969,69.80000305,0.8317855,-0.178765178,0.866524994,0.738743961,0.226649791,0.343870819,0.99339664,0.985034347,0.264166667,0.282945663
7.034165382,10.41947365,0.929163933,70.30000305,0.790132403,-0.294359624,0.851382256,0.713700116,0.178068101,0.420783311,,,0.264166667,0.254285723
7.507559299,10.71568489,0.956344306,71.27999878,0.941572249,0.113418654,0.237218335,0.832482934,0.232612774,0.457836896,1.238178492,1.962424636,0.267,0.469388217
